collect_date,n_sgtf,n_all,perc_sgtf,d
2021-11-29,2,362,0.5524861878453038,1
2021-11-30,1,260,0.38461538461538464,2
2021-12-01,1,180,0.5555555555555556,3
2021-12-06,9,257,3.501945525291829,8
2021-12-07,14,171,8.187134502923977,9
2021-12-08,28,224,12.5,10
2021-12-09,24,170,14.117647058823529,11
2021-12-10,47,227,20.704845814977972,12
2021-12-11,33,183,18.0327868852459,13
2021-12-12,17,54,31.48148148148148,14
2021-12-13,69,183,37.704918032786885,15
2021-12-14,3,6,50,16
